marker_value,spacy_count,stanza_count,total_count,match_key,lexicon_match_status,exact_lexicon_term,exact_lexicon_category,in_lexique_emotionnel,best_candidate_term,best_candidate_category,best_candidate_confidence,best_candidate_repair_type
préoccupe,0,0,1,preoccupe,exact,préoccupé,peur,True,,,,
préoccuper,0,0,1,preoccuper,exact,préoccuper,peur,True,,,,
présenter,0,0,1,presenter,no_match,,,False,,,,
présentés,0,0,1,presentes,no_match,,,False,,,,
psychologique,0,0,1,psychologique,no_match,,,False,,,,
psychologiques,0,0,1,psychologiques,no_match,,,False,,,,
puisse,0,0,1,puisse,no_match,,,False,,,,
puni,0,0,1,puni,no_match,,,False,,,,
punir,0,0,1,punir,no_match,,,False,,,,
qu'il,0,0,1,qu'il,no_match,,,False,,,,
quelqu,0,0,1,quelqu,no_match,,,False,,,,
quotidien,0,0,1,quotidien,no_match,,,False,,,,
quotidiennes,0,0,1,quotidiennes,no_match,,,False,,,,
ragoûtant,0,0,1,ragoutant,no_match,,,False,,,,
ragoûter,0,0,1,ragouter,no_match,,,False,,,,
raz-de-marée,0,0,1,raz-de-maree,no_match,,,False,,,,
redoutaient,0,0,1,redoutaient,no_match,,,False,,,,
redoutant,0,0,1,redoutant,no_match,,,False,,,,
redouté,0,0,1,redoute,repaired_high,,,False,redouter,peur,high,truncated_prefix_marker
redémarrer,0,0,1,redemarrer,no_match,,,False,,,,
redémarrera,0,0,1,redemarrera,no_match,,,False,,,,
refuser,0,0,1,refuser,no_match,,,False,,,,
refusé,0,0,1,refuse,no_match,,,False,,,,
rejeter,0,0,1,rejeter,no_match,,,False,,,,
rejetés,0,0,1,rejetes,no_match,,,False,,,,
remette,0,0,1,remette,no_match,,,False,,,,
remettre,0,0,1,remettre,no_match,,,False,,,,
rend,0,0,1,rend,no_match,,,False,,,,
rende,0,0,1,rende,no_match,,,False,,,,
renvoyés,0,0,1,renvoyes,no_match,,,False,,,,
représaille,0,0,1,represaille,no_match,,,False,,,,
représailles,0,0,1,represailles,no_match,,,False,,,,
représentent,0,0,1,representent,no_match,,,False,,,,
représenter,0,0,1,representer,no_match,,,False,,,,
respectent,0,0,1,respectent,repaired_high,,,False,respecter,admiration,high,shared_long_stem_edit_distance
respecter,0,0,1,respecter,exact,respecter,admiration,True,,,,
responsable,0,0,1,responsable,no_match,,,False,,,,
responsables,0,0,1,responsables,no_match,,,False,,,,
restaurant,0,0,1,restaurant,no_match,,,False,,,,
retenir,0,0,1,retenir,no_match,,,False,,,,
retiennent,0,0,1,retiennent,no_match,,,False,,,,
retraité,0,0,1,retraite,no_match,,,False,,,,
retraités,0,0,1,retraites,no_match,,,False,,,,
revenant,0,0,1,revenant,no_match,,,False,,,,
revendiquent,0,0,1,revendiquent,no_match,,,False,,,,
revendiquer,0,0,1,revendiquer,no_match,,,False,,,,
revienne,0,0,1,revienne,no_match,,,False,,,,
reçoivent,0,0,1,recoivent,no_match,,,False,,,,
ridicules,0,0,1,ridicules,no_match,,,False,,,,
rigolos,0,0,1,rigolos,repaired_high,,,False,rigolo,joie,high,inflected_or_extended_marker
rigolote,0,0,1,rigolote,repaired_high,,,False,rigolo,joie,high,inflected_or_extended_marker
rigolotes,0,0,1,rigolotes,no_match,,,False,rigolo,joie,medium,inflected_or_extended_marker
risquerait,0,0,1,risquerait,no_match,,,False,,,,
risqué,0,0,1,risque,no_match,,,False,,,,
romp,0,0,1,romp,no_match,,,False,,,,
rompe,0,0,1,rompe,no_match,,,False,,,,
rouge,0,0,1,rouge,no_match,,,False,,,,
rouges,0,0,1,rouges,no_match,,,False,,,,
royaume,0,0,1,royaume,no_match,,,False,,,,
royaume-uni,0,0,1,royaume-uni,no_match,,,False,,,,
rè,0,0,1,re,no_match,,,False,,,,
rès,0,0,1,res,no_match,,,False,,,,
ré-autoriser,0,0,1,re-autoriser,no_match,,,False,,,,
réalisé,0,0,1,realise,no_match,,,False,,,,
réalisées,0,0,1,realisees,no_match,,,False,,,,
réduire,0,0,1,reduire,no_match,,,False,,,,
réduites,0,0,1,reduites,no_match,,,False,,,,
réjouissent,0,0,1,rejouissent,no_match,,,False,réjouissant,joie,medium,same_prefix_fuzzy
réponde,0,0,1,reponde,no_match,,,False,,,,
répondre,0,0,1,repondre,no_match,,,False,,,,
réserver,0,0,1,reserver,no_match,,,False,,,,
réservoir,0,0,1,reservoir,no_match,,,False,,,,
réservoirs,0,0,1,reservoirs,no_match,,,False,,,,
réservée,0,0,1,reservee,no_match,,,False,,,,
résultat,0,0,1,resultat,no_match,,,False,,,,
résultats,0,0,1,resultats,no_match,,,False,,,,
révolter,0,0,1,revolter,exact,révolter,colere,True,,,,
révoltée,0,0,1,revoltee,repaired_high,,,False,révolte,colere,high,inflected_or_extended_marker
s'inquiète,0,0,1,s'inquiete,no_match,,,False,,,,
sacrer,0,0,1,sacrer,no_match,,,False,,,,
sacrée,0,0,1,sacree,no_match,,,False,,,,
salarié,0,0,1,salarie,no_match,,,False,,,,
salariés,0,0,1,salaries,no_match,,,False,,,,
satisfaites,0,0,1,satisfaites,repaired_high,,,False,satisfait,joie,high,inflected_or_extended_marker
satisfaits,0,0,1,satisfaits,repaired_high,,,False,satisfait,joie,high,inflected_or_extended_marker
sculpture,0,0,1,sculpture,no_match,,,False,,,,
sculptures,0,0,1,sculptures,no_match,,,False,,,,
secret,0,0,1,secret,no_match,,,False,,,,
secrètes,0,0,1,secretes,no_match,,,False,,,,
sensible,0,0,1,sensible,exact,sensible,non_specifiee,True,,,,
sensibles,0,0,1,sensibles,repaired_high,,,False,sensible,non_specifiee,high,inflected_or_extended_marker
sentirai,0,0,1,sentirai,no_match,,,False,,,,
sentirais,0,0,1,sentirais,no_match,,,False,,,,
serait,0,0,1,serait,no_match,,,False,,,,
serveuse,0,0,1,serveuse,no_match,,,False,,,,
serveuses,0,0,1,serveuses,no_match,,,False,,,,
sidéré,0,0,1,sidere,repaired_high,,,False,sidérer,surprise,high,truncated_prefix_marker
sidérés,0,0,1,sideres,repaired_high,,,False,sidérer,surprise,high,shared_long_stem_edit_distance
site,0,0,1,site,no_match,,,False,,,,
sites,0,0,1,sites,no_match,,,False,,,,
sou,0,0,1,sou,no_match,,,False,,,,
soucis,0,0,1,soucis,repaired_high,,,False,souci,peur,high,inflected_or_extended_marker
souffrait,0,0,1,souffrait,no_match,,,False,,,,
souffrant,0,0,1,souffrant,no_match,,,False,,,,
souffre,0,0,1,souffre,no_match,,,False,,,,
source,0,0,1,source,no_match,,,False,,,,
sources,0,0,1,sources,no_match,,,False,,,,
soutenir,0,0,1,soutenir,no_match,,,False,,,,
soutiennent,0,0,1,soutiennent,no_match,,,False,,,,
stressée,0,0,1,stressee,repaired_high,,,False,stressé,peur,high,inflected_or_extended_marker
subi,0,0,1,subi,no_match,,,False,,,,
surprenants,0,0,1,surprenants,repaired_high,,,False,surprenant,surprise,high,inflected_or_extended_marker
surprend,0,0,1,surprend,repaired_high,,,False,surprendre,surprise,high,truncated_prefix_marker
sympas,0,0,1,sympas,repaired_high,,,False,sympa,amour,high,inflected_or_extended_marker
sévir,0,0,1,sevir,no_match,,,False,,,,
sévit,0,0,1,sevit,no_match,,,False,,,,
taire,0,0,1,taire,no_match,,,False,,,,
tendu,0,0,1,tendu,exact,tendu,deplaisir,True,,,,
terre,0,0,1,terre,repaired_high,,,False,terreur,peur,high,truncated_prefix_marker
terres,0,0,1,terres,no_match,,,False,terreur,peur,medium,shared_long_stem_edit_distance
terrifiant,0,0,1,terrifiant,exact,terrifiant,peur,True,,,,
terrifiants,0,0,1,terrifiants,repaired_high,,,False,terrifiant,peur,high,inflected_or_extended_marker
timides,0,0,1,timides,repaired_high,,,False,timide,peur,high,inflected_or_extended_marker
toilette,0,0,1,toilette,no_match,,,False,,,,
toilettes,0,0,1,toilettes,no_match,,,False,,,,
touchent,0,0,1,touchent,no_match,,,False,,,,
touchées,0,0,1,touchees,no_match,,,False,,,,
tracass,0,0,1,tracass,no_match,,,False,,,,
tracasse,0,0,1,tracasse,no_match,,,False,,,,
tradition,0,0,1,tradition,no_match,,,False,,,,
traditions,0,0,1,traditions,no_match,,,False,,,,
transport,0,0,1,transport,no_match,,,False,,,,
transports,0,0,1,transports,no_match,,,False,,,,
traumatiser,0,0,1,traumatiser,no_match,,,False,,,,
traumatisé,0,0,1,traumatise,no_match,,,False,,,,
travailleur,0,0,1,travailleur,no_match,,,False,,,,
travailleurs,0,0,1,travailleurs,no_match,,,False,,,,
troubler,0,0,1,troubler,exact,troubler,surprise,True,,,,
troublé,0,0,1,trouble,exact,trouble,surprise,True,,,,
troupeau,0,0,1,troupeau,no_match,,,False,,,,
troupeaux,0,0,1,troupeaux,no_match,,,False,,,,
tumult,0,0,1,tumult,no_match,,,False,,,,
tumulte,0,0,1,tumulte,no_match,,,False,,,,
uni,0,0,1,uni,no_match,,,False,,,,
utilisées,0,0,1,utilisees,no_match,,,False,,,,
viennent,0,0,1,viennent,no_match,,,False,,,,
vrombissement,0,0,1,vrombissement,no_match,,,False,,,,
vrombissemer,0,0,1,vrombissemer,no_match,,,False,,,,
végan,0,0,1,vegan,no_match,,,False,,,,
végans,0,0,1,vegans,no_match,,,False,,,,
zone,0,0,1,zone,no_match,,,False,,,,
zones,0,0,1,zones,no_match,,,False,,,,
éblouir,0,0,1,eblouir,no_match,,,False,,,,
éblouis,0,0,1,eblouis,no_match,,,False,,,,
éclater,0,0,1,eclater,no_match,,,False,,,,
éclaté,0,0,1,eclate,no_match,,,False,,,,
écraser,0,0,1,ecraser,no_match,,,False,,,,
écrasés,0,0,1,ecrases,no_match,,,False,,,,
écroul,0,0,1,ecroul,no_match,,,False,,,,
écroule,0,0,1,ecroule,no_match,,,False,,,,
écœurer,0,0,1,ecœurer,no_match,,,False,,,,
écœurée,0,0,1,ecœuree,no_match,,,False,,,,
électriser,0,0,1,electriser,no_match,,,False,,,,
électrisée,0,0,1,electrisee,no_match,,,False,,,,
électromagnétique,0,0,1,electromagnetique,no_match,,,False,,,,
électromagnétiques,0,0,1,electromagnetiques,no_match,,,False,,,,
élevé,0,0,1,eleve,no_match,,,False,,,,
élevée,0,0,1,elevee,no_match,,,False,,,,
élire,0,0,1,elire,no_match,,,False,,,,
élue,0,0,1,elue,no_match,,,False,,,,
élève,0,0,1,eleve,no_match,,,False,,,,
élèves,0,0,1,eleves,no_match,,,False,,,,
émerveillé,0,0,1,emerveille,exact,émerveillé,admiration,True,,,,
émerveillés,0,0,1,emerveilles,repaired_high,,,False,émerveillé,admiration,high,inflected_or_extended_marker
émettre,0,0,1,emettre,no_match,,,False,,,,
émises,0,0,1,emises,no_match,,,False,,,,
énervait,0,0,1,enervait,repaired_high,,,False,énervant,colere,high,shared_long_stem_edit_distance
épidémique,0,0,1,epidemique,no_match,,,False,,,,
épidémiques,0,0,1,epidemiques,no_match,,,False,,,,
épouvant,0,0,1,epouvant,repaired_high,,,False,épouvante,peur,high,truncated_prefix_marker
épouvante,0,0,1,epouvante,exact,épouvante,peur,True,,,,
éternel,0,0,1,eternel,no_match,,,False,,,,
éternelle,0,0,1,eternelle,no_match,,,False,,,,
étonnerait,0,0,1,etonnerait,repaired_high,,,False,étonner,surprise,high,inflected_or_extended_marker
étranges,0,0,1,etranges,no_match,,,False,,,,
évoluent,0,0,1,evoluent,no_match,,,False,,,,
évoluer,0,0,1,evoluer,no_match,,,False,,,,
œuvre,0,0,1,œuvre,no_match,,,False,,,,
œuvres,0,0,1,œuvres,no_match,,,False,,,,
…,0,0,1,…,no_match,,,False,,,,
